YEAR,SEGMENT_ID,UNIQUEID,F_ID,SPECIES,TAGNUMBER,WEIGHT,LENGTH,KN,OTOLITH,RAYSPINE,SCALE,FTPREFIX,FTNUM,FTMR,CWTYN,DANGLER,SCUTELOC,SCUTENUM,ELHV,ELCOLOR,ERHV,ERCOLOR,OTHER_TAG_INFO
2016.00,4,192937.00,1854069.00,PDSG,6C00110378,255.00,445.00,1,,,,,,,N,N,N,,X,O,X,V,l2removed
2016.00,4,192940.00,1854077.00,PDSG,435F30276E,240.00,429.00,1,,,,,,,N,N,R,5,,N,,N,
2016.00,4,192941.00,1854081.00,PDSG,6C00110455,375.00,488.00,1,,,,,,,N,N,N,,H,Y,V,V,l2removed
2016.00,4,192941.00,1854082.00,PDSG,6C00110453,195.00,397.00,1,,,,,,,N,N,N,,H,O,V,G,l2removed
2016.00,4,192943.00,1854086.00,PDSG,6C00110457,280.00,443.00,1,,,,,,,N,N,N,,V,Y,V,G,l2removed
2016.00,4,192943.00,1854087.00,PDSG,6C00110138,305.00,456.00,1,,,,,,,N,N,L,2,H,B,V,V,
2016.00,4,192944.00,1854109.00,PDSG,471910451E,330.00,463.00,1,,,,,,,N,N,L,4,,N,,N,
2016.00,4,192944.00,1854110.00,PDSG,6C00110364,210.00,406.00,1,,,,,,,N,N,N,,V,Y,V,G,l2removed
2016.00,4,190254.00,1828897.00,SNSG,,,47.00,,,,,,,,,,,,,,,,
2016.00,4,190254.00,1828898.00,SNSG,,,47.00,,,,,,,,,,,,,,,,
2016.00,4,190254.00,1828916.00,SNSG,,,29.00,,,,,,,,,,,,,,,,
2016.00,4,192947.00,1854120.00,PDSG,47042D3845,310.00,464.00,1,,,,,,,N,N,N,,X,P,X,V,
2016.00,4,192947.00,1854121.00,PDSG,6C00110423,305.00,458.00,1,,,,,,,N,N,N,,X,O,V,U,l2removed
2016.00,4,192947.00,1854122.00,PDSG,4626284542,305.00,451.00,1,,,,,,,N,N,L,5,,N,,N,
2016.00,4,192947.00,1854123.00,PDSG,48770F0346,250.00,401.00,1,,,,,,,N,N,L,2,V,O,V,O,
2016.00,4,192949.00,1854126.00,PDSG,6C00110466,235.00,425.00,1,,,,,,,N,N,N,,H,U,V,U,l2removed
2016.00,4,192952.00,1854132.00,PDSG,44257D0700,2990.00,918.00,1,,,,,,,N,N,N,,V,Y,V,R,
2016.00,4,192953.00,1854135.00,PDSG,6C00110362,365.00,478.00,1,,,,,,,N,N,L,4,,N,,N,l2removed
2016.00,4,192953.00,1854136.00,PDSG,4A491E0812,250.00,426.00,1,,,,,,,N,N,L,2,H,O,V,G,
2016.00,4,192944.00,1854111.00,PDSG,4A47535D23,155.00,380.00,1,,,,,,,N,N,L,7,,N,,N,
2016.00,4,190254.00,1828965.00,SNSG,,,35.00,,,,,,,,,,,,,,,,
2016.00,4,190225.00,1828986.00,SNSG,,,33.00,,,,,,,,,,,,,,,,
2016.00,4,190227.00,1829000.00,SNSG,,,36.00,,,,,,,,,,,,,,,,
2016.00,4,190229.00,1829086.00,SNSG,,,50.00,,,,,,,,,,,,,,,,
2016.00,4,190230.00,1829109.00,PDSG,6C00097621,354.00,472.00,1,,,,,,,N,N,N,,V,O,V,G,
2016.00,4,190231.00,1829125.00,SNSG,,,48.00,,,,,,,,,,,,,,,,
2016.00,4,190231.00,1829126.00,SNSG,,,43.00,,,,,,,,,,,,,,,,
2016.00,4,190232.00,1829127.00,SNSG,,,43.00,,,,,,,,,,,,,,,,
2016.00,4,190208.00,1829212.00,SNSG,,,36.00,,,,,,,,,,,,,,,,
2016.00,4,190210.00,1829229.00,SNSG,,,36.00,,,,,,,,,,,,,,,,
2016.00,4,190211.00,1829239.00,SNSG,,,27.00,,,,,,,,,,,,,,,,
2016.00,4,190211.00,1829240.00,SNSG,,,38.00,,,,,,,,,,,,,,,,
2016.00,4,190892.00,1840384.00,PDSG,6C00117933,2182.00,846.00,1,,,,,,,N,N,N,,V,Y,V,R,
2016.00,4,192339.00,1850823.00,PDSG,6C00117902,390.00,482.00,1,,,,,,,N,N,L,5,,N,,N,
2016.00,4,192341.00,1850913.00,PDSG,486A63352C,362.00,476.00,1,,,,,,,N,N,L,2,H,Y,V,Y,
2016.00,4,192343.00,1850920.00,PDSG,6C00117963,226.00,416.00,1,,,,,,,N,N,N,,,N,V,V,
2016.00,4,190926.00,1840454.00,PDSG,44430E0D1A,1239.00,706.00,1,,,,,,,N,N,N,,V,Y,,N,
2016.00,4,190930.00,1840458.00,PDSG,6C00117879,2106.00,842.00,1,,,,,,,N,N,N,,,N,V,G,
2016.00,4,190864.00,1840478.00,PDSG,6C00117959,535.00,549.00,1,,,,,,,N,N,N,,H,K,V,V,
2016.00,4,192351.00,1850955.00,PDSG,4A491E0812,264.00,424.00,1,,,,,,,N,N,L,2,H,O,V,G,
2016.00,4,192351.00,1850956.00,PDSG,4A4A18521F,190.00,442.00,1,,,,,,,N,N,N,,,N,,N,had raio tag implanted
2016.00,4,192384.00,1851010.00,PDSG,6C00117875,239.00,448.00,1,,,,,,,N,N,R,7,,N,,N,
2016.00,4,193088.00,1854560.00,PDSG,47187C2137,381.00,496.00,1,,,,,,,N,N,R,3,,N,,N,
2016.00,4,193088.00,1854561.00,PDSG,4423694879,2116.00,914.00,1,,,,,,,N,N,N,,V,Y,V,R,
2016.00,4,192886.00,1853913.00,PDSG,6C00117919,146.00,382.00,1,,,,,,,N,N,L,3,,N,,N,
2016.00,4,193100.00,1854599.00,PDSG,6C00097660,418.00,501.00,1,,,,,,,N,N,N,,H,P,V,V,
2016.00,4,192887.00,1853930.00,PDSG,4A5B24735D,118.00,357.00,1,,,,,,,N,N,L,7,,N,,N,
2016.00,4,192887.00,1853931.00,PDSG,4900250930,410.00,498.00,1,,,,,,,N,N,L,4,,N,,N,
2016.00,4,192890.00,1853949.00,PDSG,6C00117872,280.00,444.00,1,,,,,,,N,N,N,,H,P,V,V,
2016.00,4,192892.00,1853961.00,PDSG,6C00117938,198.00,404.00,1,,,,,,,N,N,N,,H,Y,V,V,
2016.00,4,192893.00,1853962.00,PDSG,6C00097776,240.00,436.00,1,,,,,,,N,N,L,3,,N,,N,
2016.00,4,193112.00,1854629.00,PDSG,6C00117802,330.00,452.00,1,,,,,,,N,N,L,5,,N,,N,
2016.00,4,193110.00,1854631.00,PDSG,6C00117845,238.00,417.00,1,,,,,,,N,N,N,,,N,,N,
2016.00,4,193110.00,1854632.00,PDSG,470754392C,242.00,421.00,1,,,,,,,N,N,L,2,V,Y,V,G,
2016.00,4,193118.00,1854636.00,PDSG,472E254670,410.00,498.00,1,,,,,,,N,N,R,3,,N,,N,
2016.00,4,193118.00,1854637.00,PDSG,6C00097669,264.00,429.00,1,,,,,,,N,N,L,2,,N,,N,
2016.00,4,193120.00,1854641.00,PDSG,471A543B0C,204.00,399.00,1,,,,,,,N,N,L,2,H,Y,V,G,
2016.00,4,193120.00,1854642.00,PDSG,6C00117819,1955.00,785.00,1,,,,,,,N,N,N,,V,Y,V,R,
2016.00,4,193122.00,1854646.00,PDSG,6C00117835,307.00,449.00,1,,,,,,,N,N,L,2,V,Y,V,G,
2016.00,4,193123.00,1854647.00,PDSG,4A4730451E,263.00,421.00,1,,,,,,,N,N,N,,V,P,V,V,
2016.00,4,193126.00,1854650.00,PDSG,6C00111166,137.00,356.00,1,,,,,,,N,N,L,3,,N,,N,
2016.00,4,193132.00,1854655.00,PDSG,6C00117747,438.00,483.00,1,,,,,,,N,N,N,,,N,,N,
2016.00,4,193131.00,1854657.00,PDSG,486C281078,357.00,481.00,1,,,,,,,N,N,L,2,V,O,,N,
2016.00,4,193131.00,1854658.00,PDSG,6C00117859,231.00,422.00,1,,,,,,,N,N,N,,H,O,V,P,
2016.00,4,193128.00,1854661.00,PDSG,6C00117766,329.00,481.00,1,,,,,,,N,N,N,,V,R,V,Y,
2016.00,4,193128.00,1854662.00,PDSG,6C00117772,217.00,398.00,1,,,,,,,N,N,L,2,H,K,V,G,
2016.00,4,193128.00,1854663.00,PDSG,4625590F54,559.00,537.00,1,,,,,,,N,N,L,3,,N,,N,
2016.00,4,193128.00,1854664.00,PDSG,6C00097638,829.00,623.00,1,,,,,,,N,N,L,2,H,Y,V,V,
2016.00,4,192900.00,1853974.00,PDSG,6C00117954,580.00,542.00,1,,,,,,,N,N,N,,H,O,V,Y,
2016.00,4,192909.00,1853987.00,PDSG,4624047F76,2650.00,876.00,1,,,,,,,N,N,N,,,N,,N,
2016.00,4,192910.00,1853990.00,PDSG,4423694879,3014.00,916.00,1,,,,,,,N,N,N,,V,Y,V,R,
2016.00,4,192910.00,1853991.00,PDSG,6C00117905,468.00,469.00,1,,,,,,,N,N,N,,,N,,N,
2016.00,4,192910.00,1853992.00,PDSG,6C00117976,140.00,367.00,1,,,,,,,N,N,L,3,,N,,N,
2016.00,4,192910.00,1853993.00,PDSG,6C00117944,318.00,452.00,1,,,,,,,N,N,N,,H,K,V,V,
2016.00,4,192913.00,1854005.00,PDSG,6C00117952,254.00,434.00,1,,,,,,,N,N,L,2,H,R,V,V,
2016.00,4,192913.00,1854006.00,PDSG,4704594857,3119.00,922.00,1,,,,,,,N,N,L,2,V,Y,V,R,
2016.00,4,192913.00,1854007.00,PDSG,48771C235A,2578.00,874.00,1,,,,,,,N,N,N,,V,R,V,G,
2016.00,4,192916.00,1854019.00,PDSG,6C00117926,240.00,434.00,1,,,,,,,N,N,L,2,V,B,V,V,
2016.00,4,192916.00,1854020.00,PDSG,6C00117956,210.00,408.00,1,,,,,,,N,N,N,,H,O,V,G,
2016.00,4,193115.00,1854672.00,PDSG,4A472D0F36,144.00,356.00,1,,,,,,,N,N,L,7,,N,,N,
2016.00,4,192917.00,1854022.00,PDSG,6C00117969,230.00,424.00,1,,,,,,,N,N,L,2,,N,V,U,
2016.00,4,192917.00,1854023.00,PDSG,471B11732E,225.00,429.00,1,,,,,,,N,N,L,5,,N,,N,
2016.00,4,192923.00,1854029.00,PDSG,6C00117973,255.00,472.00,1,,,,,,,N,N,L,2,X,O,V,U,
2016.00,4,192871.00,1853814.00,PDSG,6C00117931,1925.00,791.00,1,,,,,,,N,N,L,2,,N,,N,
2016.00,4,192871.00,1853815.00,PDSG,4423694879,2955.00,913.00,1,,,,,,,N,N,N,,,N,,N,unknown radio code already implanted
2016.00,4,192872.00,1853820.00,PDSG,6C00110173,330.00,469.00,1,,,,,,,N,N,N,,H,Y,,N,nl2 removed
2016.00,4,192875.00,1853835.00,PDSG,6C00110210,230.00,407.00,1,,,,,,,N,N,N,,,N,,N,nl2 removed
2016.00,4,192858.00,1853860.00,PDSG,6C00117873,250.00,421.00,1,,,,,,,N,N,L,2,H,Y,V,V,
2016.00,4,192877.00,1853885.00,PDSG,6C00110163,350.00,464.00,1,,,,,,,N,N,N,,X,K,,N,nl 2 removed
2016.00,4,192878.00,1853888.00,PDSG,6C00110171,220.00,425.00,1,,,,,,,N,N,N,,H,O,V,G,nl2 removed
2016.00,4,192881.00,1853894.00,PDSG,4A466E6D0E,175.00,381.00,1,,,,,,,N,N,L,7,,N,,N,
2016.00,4,192882.00,1853897.00,PDSG,442559752B,2310.00,845.00,1,,,,,,,N,N,N,,V,Y,V,R,
2016.00,4,192358.00,1851075.00,PDSG,116165646A,12500.00,1312.00,1,,,,,,,N,N,N,,,N,,N,
2016.00,4,192856.00,1853857.00,PDSG,6C00111505,145.00,399.00,1,,,,,,,N,N,L,3,,N,,N,
2016.00,4,192934.00,1854058.00,PDSG,4A4A012C5C,330.00,472.00,1,,,,,,,N,N,L,5,,N,,N,
2016.00,4,193121.00,1854645.00,PDSG,4A487C681D,2447.00,867.00,1,,,,,,,N,N,N,,V,Y,V,R,
2017.00,4,195792.00,1875752.00,PDSG,435F533636,3188.00,958.00,1,,,,,,,N,N,N,,V,Y,V,R,
2017.00,4,195796.00,1875758.00,PDSG,490046744E,385.00,471.00,1,,,,,,,N,N,N,,H,Y,V,O,
2017.00,4,195785.00,1875732.00,PDSG,487F35763A,867.00,638.00,1,,,,,,,N,N,L,2,H,Y,V,U,
2017.00,4,195785.00,1875733.00,PDSG,4A4760433D,2152.00,827.00,1,,,,,,,N,N,N,,V,Y,V,G,
2016.00,5,186174.00,1799329.00,PDSG,4712736B69,1620.00,777.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,5,186171.00,1799339.00,PDSG,470B094C05,580.00,582.00,1,,,,,,,U,N,R,4,V,Y,V,V,
2016.00,5,186168.00,1799346.00,PDSG,46276B246D,650.00,591.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,5,186167.00,1799347.00,PDSG,4624191D1B,1000.00,695.00,1,,,,,,,U,N,N,,H,Y,,N,
2016.00,5,186191.00,1799348.00,PDSG,461D51390F,560.00,558.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,5,186193.00,1799353.00,PDSG,6C00112719,600.00,589.00,1,,,,,,,U,N,N,,V,Y,V,V,
2016.00,5,186183.00,1799372.00,PDSG,47037F451B,520.00,558.00,1,,,,,,,U,N,N,,X,Y,X,V,
2016.00,5,186184.00,1799373.00,PDSG,460E6B3D6B,750.00,638.00,1,,,,,,,U,N,N,,H,Y,X,V,
2016.00,5,186250.00,1799466.00,PDSG,6C00112646,680.00,601.00,1,,,,,,,U,N,N,,V,Y,V,X,
2016.00,5,186253.00,1799468.00,PDSG,4722180A37,700.00,623.00,1,,,,,,,U,N,L,4,,N,,N,
2016.00,5,186243.00,1799487.00,PDSG,4704462516,920.00,662.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,5,186180.00,1799334.00,PDSG,4A5B0E3F5F,650.00,599.00,1,,,,,,,U,N,R,4,,N,,N,
2017.00,5,195962.00,1876426.00,PDSG,6C00112665,230.00,435.00,1,,,,,,,U,N,L,7,,N,,N,
2017.00,5,195963.00,1876429.00,PDSG,4A4733010E,565.00,571.00,1,,,,,,,U,N,R,4,,N,,N,
2017.00,5,195964.00,1876430.00,PDSG,6C00112712,230.00,441.00,1,,,,,,,U,N,R,5,V,Y,V,P,
2017.00,5,195966.00,1876435.00,PDSG,4704634757,530.00,553.00,1,,,,,,,U,N,L,5,X,Y,V,G,
2017.00,5,195986.00,1876472.00,PDSG,6C00112627,480.00,528.00,1,,,,,,,U,N,L,5,,N,,N,
2017.00,5,195986.00,1876473.00,PDSG,470A774401,540.00,568.00,1,,,,,,,U,N,L,5,,N,,N,
2017.00,5,195988.00,1876477.00,PDSG,6C00112653,720.00,630.00,1,,,,,,,U,N,N,,V,Y,V,V,
2017.00,5,196041.00,1876609.00,PDSG,6C00112644,1280.00,682.00,1,,,,,,,U,N,R,3,V,Y,,N,
2017.00,5,196857.00,1879121.00,PDSG,6C00107362,230.00,439.00,1,,,,,,,U,U,L,8,,N,,N,
2016.00,6,187010.00,1802555.00,PDSG,487F334A70,480.00,524.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,187077.00,1802621.00,PDSG,4719435F6C,770.00,606.00,1,,,,,,,U,N,L,4,,N,,N,
2016.00,6,186158.00,1799301.00,PDSG,47043F6D70,660.00,590.00,1,,,,,,,U,N,N,,H,Y,V,V,
2016.00,6,186158.00,1799303.00,PDSG,487E524709,560.00,582.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,186158.00,1799304.00,PDSG,435F2A4271,1220.00,713.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,186158.00,1799305.00,PDSG,47023D5B6F,1360.00,716.00,1,,,,,,,U,N,R,3,V,Y,,N,
2016.00,6,186158.00,1799306.00,PDSG,4703760C44,480.00,535.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,186158.00,1799307.00,PDSG,46275D322D,780.00,582.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,186158.00,1799308.00,PDSG,47024B0666,450.00,535.00,1,,,,,,,U,N,R,5,V,Y,V,P,
2016.00,6,186158.00,1799309.00,PDSG,424D683658,2500.00,893.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,186159.00,1799310.00,PDSG,6C00112641,600.00,555.00,1,,,,,,,U,N,R,4,V,Y,V,V,
2016.00,6,186159.00,1799311.00,PDSG,6C00112728,650.00,592.00,1,,,,,,,U,N,R,5,,N,,N,
2016.00,6,186159.00,1799312.00,PDSG,470A7F2321,920.00,654.00,1,,,,,,,U,N,N,,V,V,,N,
2016.00,6,186159.00,1799313.00,PDSG,6C00112652,650.00,580.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,186159.00,1799314.00,PDSG,4442047322,1140.00,690.00,1,,,,,,,U,N,N,,H,Y,,N,
2016.00,6,186160.00,1799317.00,PDSG,470C494154,780.00,641.00,1,,,,,,,U,N,R,3,V,Y,,N,
2016.00,6,186162.00,1799321.00,PDSG,487F27085D,620.00,581.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,186163.00,1799322.00,PDSG,4704410815,670.00,592.00,1,,,,,,,U,N,N,,H,Y,V,V,
2016.00,6,186164.00,1799324.00,PDSG,49005B496F,670.00,614.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,186164.00,1799325.00,PDSG,4625407A46,700.00,630.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,186164.00,1799326.00,PDSG,4703785A51,720.00,612.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,186265.00,1799502.00,PDSG,6C00112700,840.00,637.00,1,,,,,,,U,N,R,4,V,Y,,N,
2016.00,6,186265.00,1799503.00,PDSG,6C00112725,665.00,605.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,186280.00,1799206.00,PDSG,4704017E5E,730.00,583.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,186298.00,1799226.00,PDSG,406E4F712D,5600.00,1110.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,186298.00,1799229.00,PDSG,42544A5E5C,1260.00,715.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,186290.00,1799241.00,PDSG,467B7F2610,1400.00,710.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,186287.00,1799245.00,PDSG,431A112D7E,1320.00,739.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,186287.00,1799246.00,PDSG,4705542163,490.00,549.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,186285.00,1799248.00,PDSG,4626147212,820.00,630.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,186284.00,1799250.00,PDSG,4722084050,940.00,648.00,1,,,,,,,U,N,L,4,,N,,N,
2016.00,6,186146.00,1799274.00,PDSG,6C00112725,650.00,599.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,186147.00,1799278.00,PDSG,6C00112738,750.00,636.00,1,,,,,,,U,N,N,,H,Y,V,V,
2016.00,6,186149.00,1799281.00,PDSG,4704162E4A,1010.00,686.00,1,,,,,,,U,N,R,3,V,Y,,N,
2016.00,6,186153.00,1799287.00,PDSG,46182A271F,1320.00,746.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,186154.00,1799288.00,PDSG,47095A4569,600.00,582.00,1,,,,,,,U,N,R,4,,N,,N,
2016.00,6,186156.00,1799291.00,PDSG,460D5A6B3E,530.00,551.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,186156.00,1799292.00,PDSG,46260D1916,560.00,568.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,186156.00,1799294.00,PDSG,6C00112656,580.00,578.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,186157.00,1799297.00,PDSG,470B154C32,900.00,644.00,1,,,,,,,U,N,R,3,V,Y,,N,
2016.00,6,186158.00,1799298.00,PDSG,6C00091369,490.00,549.00,1,,,,,,,U,N,N,,H,U,V,U,
2016.00,6,186158.00,1799299.00,PDSG,4718783903,530.00,532.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,186158.00,1799300.00,PDSG,4719636740,620.00,569.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,186159.00,1799315.00,PDSG,47226B7E40,1160.00,704.00,1,,,,,,,U,N,L,4,,N,,N,
2016.00,6,189462.00,1822995.00,PDSG,435F4D404C,1080.00,677.00,1,,,,,,,U,N,N,,V,Y,,N,
2016.00,6,189474.00,1823037.00,PDSG,471D2F7758,750.00,610.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,189488.00,1823067.00,PDSG,6C00112655,540.00,554.00,1,,,,,,,U,N,R,5,V,Y,X,P,
2016.00,6,189491.00,1823071.00,PDSG,470509191A,1060.00,662.00,1,,,,,,,U,N,R,3,V,Y,,N,
2016.00,6,189491.00,1823072.00,PDSG,462561542E,850.00,631.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,189518.00,1823088.00,PDSG,46282B7759,730.00,593.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,189463.00,1823105.00,PDSG,46282D374B,940.00,649.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,189464.00,1823106.00,PDSG,431B313E64,1280.00,700.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,189469.00,1823111.00,PDSG,4718783903,590.00,560.00,1,,,,,,,U,N,L,5,,N,,N,
2016.00,6,186147.00,1799277.00,PDSG,44431F647D,1020.00,679.00,1,,,,,,,U,N,N,,H,Y,,N,
2016.00,6,190408.00,1831532.00,PDSG,6C00112658,410.00,513.00,1,,,,,,,U,N,R,5,,N,,N,
2016.00,6,190419.00,1831693.00,PDSG,6C00112718,1200.00,694.00,1,,,,,,,U,N,N,,,N,,N,
2016.00,6,186160.00,1799316.00,PDSG,47045E3E02,659.00,589.00,1,,,,,,,U,N,R,4,V,Y,V,V,
2017.00,6,196831.00,1879189.00,PDSG,46256F5F43,840.00,653.00,1,,,,,,,U,N,N,,,N,,N,
2017.00,6,196834.00,1879194.00,PDSG,6C00112714,710.00,616.00,1,,,,,,,U,N,L,5,,N,,N,
2017.00,6,195932.00,1876445.00,PDSG,6C00112662,870.00,635.00,1,,,,,,,U,N,R,3,V,Y,,N,
2017.00,6,195932.00,1876446.00,PDSG,6C00112737,820.00,634.00,1,,,,,,,U,N,R,4,V,Y,,N,
2017.00,6,195943.00,1876494.00,PDSG,470A7F773C,480.00,547.00,1,,,,,,,U,N,L,5,,N,,N,
2017.00,6,195948.00,1876500.00,PDSG,6C00112703,730.00,613.00,1,,,,,,,U,N,L,5,,N,,N,
2017.00,6,195948.00,1876501.00,PDSG,406E3F4F22,4250.00,1065.00,1,,,,,,,U,N,N,,,N,,N,
2017.00,6,195949.00,1876503.00,PDSG,462735387E,655.00,576.00,1,,,,,,,U,N,N,,,N,,N,
2017.00,6,195950.00,1876504.00,PDSG,6C00112660,705.00,599.00,1,,,,,,,U,N,N,,X,Y,X,V,
2017.00,6,195950.00,1876505.00,PDSG,6C00112702,1520.00,774.00,1,,,,,,,U,N,N,,,N,,N,
2017.00,6,195958.00,1876513.00,PDSG,4442047322,1200.00,692.00,1,,,,,,,U,N,N,,H,Y,,N,
2017.00,6,195958.00,1876514.00,PDSG,435F052234,990.00,652.00,1,,,,,,,U,N,N,,,N,,N,
2017.00,6,195958.00,1876515.00,PDSG,4A490D5F07,1000.00,675.00,1,,,,,,,U,N,L,4,,N,,N,
2017.00,6,195958.00,1876516.00,PDSG,6C00112669,930.00,665.00,1,,,,,,,U,N,R,3,V,Y,,N,
2017.00,6,195958.00,1876517.00,PDSG,42544A5E5C,1370.00,730.00,1,,,,,,,U,N,N,,,N,,N,
2017.00,6,195970.00,1876520.00,PDSG,46264D5552,940.00,634.00,1,,,,,,,U,N,N,,,N,,N,
2017.00,6,195971.00,1876522.00,PDSG,4703760C44,595.00,564.00,1,,,,,,,U,N,N,,,N,,N,
2017.00,6,195971.00,1876523.00,PDSG,4703711C45,790.00,618.00,1,,,,,,,U,N,R,3,V,Y,,N,
2017.00,6,195971.00,1876524.00,PDSG,46235D2421,2800.00,869.00,1,,,,,,,U,N,N,,H,Y,,N,
